,st,occ_code,occ_title,tot_emp,h_mean,a_mean,year
2096,AR,31239,"All Other Social Sciences Teachers, Postsecondary",**,*,41890,1997
2097,AR,31242,"Business Teachers, Postsecondary",270,*,48400,1997
2098,AR,31252,"Education Teachers, Postsecondary",370,*,44680,1997
2099,AR,31254,"Philosophy and Religion Teachers, Postsecondary",30,*,44430,1997
2100,AR,31258,"Parks, Recreation, Leisure, and Fitness Studies Teachers, Postsecondary",70,*,38090,1997
2101,AR,31262,"Home Economics Teachers, Postsecondary",50,*,39150,1997
2102,AR,31299,All Other Postsecondary Teachers,1780,*,30080,1997
2103,AR,31303,"Teachers, Preschool",2920,7.00,14550,1997
2104,AR,31304,"Teachers, Kindergarten",2040,*,30040,1997
2105,AR,31305,"Teachers, Elementary School",12770,*,30740,1997
2106,AR,31308,"Teachers, Secondary School",15180,*,31510,1997
2107,AR,31311,"Teachers, Special Education",2590,*,30790,1997
2108,AR,31314,"Teachers and Instructors, Vocational Education and Training",4690,14.58,30340,1997
2109,AR,31317,"Instructors, Nonvocational Education",840,7.83,16290,1997
2110,AR,31321,"Instructors and Coaches, Sports and Physical Training",2140,12.72,26460,1997
2111,AR,31323,Farm and Home Management Advisors,80,14.89,30980,1997
2112,AR,31399,All Other Teachers and Instructors,2430,*,26440,1997
2113,AR,31502,"Librarians, Professional",1290,15.47,32170,1997
2114,AR,31505,"Technical Assistants, Library",410,9.42,19600,1997
2115,AR,31508,Audio-Visual Specialists,30,14.63,30430,1997
2116,AR,31511,"Curators, Archivists, Museum Technicians, and Conservators",50,9.59,19940,1997
2117,AR,31514,Vocational and Educational Counselors,1490,17.19,35760,1997
2118,AR,31517,Instructional Coordinators,740,14.77,30730,1997
2119,AR,31521,"Teacher Aides, Paraprofessional",5120,5.90,12280,1997
2120,AR,32000,"Health Practitioners, Technologists, Technicians, and Related Health Occupations",**,*,*,1997
2121,AR,32102,Physicians and Surgeons,4520,43.09,89620,1997
2122,AR,32105,Dentists,490,48.17,100180,1997
2123,AR,32108,Optometrists,200,30.80,64050,1997
2124,AR,32113,Chiropractors,180,29.53,61420,1997
2125,AR,32114,Veterinarians and Veterinary Inspectors,360,25.25,52520,1997
2126,AR,32199,All Other Health Diagnosing and Treating Practitioners,70,21.79,45330,1997
2127,AR,32302,Respiratory Therapists,970,13.46,27990,1997
2128,AR,32305,Occupational Therapists,510,23.43,48730,1997
2129,AR,32308,Physical Therapists,890,27.70,57610,1997
2130,AR,32311,Corrective and Manual Arts Therapists,30,20.32,42260,1997
2131,AR,32314,Speech-Language Pathologists and Audiologists,670,19.14,39820,1997
2132,AR,32317,Recreational Therapists,170,10.58,22000,1997
2133,AR,32399,All Other Therapists,390,14.61,30380,1997
2134,AR,32502,Registered Nurses,19490,17.48,36350,1997
2135,AR,32505,Licensed Practical Nurses,12220,10.46,21760,1997
2136,AR,32508,Emergency Medical Technicians,1490,10.04,20880,1997
2137,AR,32511,Physician Assistants,470,10.91,22700,1997
2138,AR,32514,"Opticians, Dispensing and Measuring",540,9.05,18820,1997
2139,AR,32517,Pharmacists,1610,24.81,51610,1997
2140,AR,32519,Pharmacy Technicians and Aides,1240,7.73,16070,1997
2141,AR,32521,Dietitians and Nutritionists,360,13.02,27080,1997
2142,AR,32523,Dietetic Technicians,280,6.90,14350,1997
2143,AR,32902,Medical and Clinical Laboratory Technologists,1770,15.36,31950,1997
2144,AR,32905,Medical and Clinical Laboratory Technicians,1310,10.95,22780,1997
2145,AR,32908,Dental Hygienists,910,18.15,37750,1997
2146,AR,32911,Medical Records Technicians,780,9.43,19610,1997
2147,AR,32914,Nuclear Medicine Technologists,120,16.49,34290,1997
2148,AR,32919,Radiologic Technologists,1400,13.17,27390,1997
2149,AR,32923,Electroneurodiagnostic Technologists,40,14.93,31040,1997
2150,AR,32925,Cardiology Technologists,130,17.16,35690,1997
2151,AR,32926,Electrocardiograph Technicians,90,10.86,22600,1997
2152,AR,32928,Surgical Technologists and Technicians,610,10.39,21610,1997
2153,AR,32931,Psychiatric Technicians,270,10.69,22240,1997
2154,AR,32951,Veterinary Technicians and Technologists,100,9.25,19240,1997
2155,AR,32999,"All Other Health Professionals, Paraprofessionals, and Technicians",3070,12.82,26660,1997
2156,AR,34000,"Writers, Artists, Entertainers, Athletes, and Related Occupations",**,*,*,1997
2157,AR,34002,Writers and Editors,660,13.24,27540,1997
2158,AR,34005,Technical Writers and Editors,190,12.26,25490,1997
2159,AR,34008,Public Relations Specialists and Publicity Writers,490,13.91,28940,1997
2160,AR,34011,Reporters and Correspondents,430,10.42,21680,1997
2161,AR,34014,Broadcast News Analysts,**,8.69,18080,1997
2162,AR,34017,"Announcers, Radio and Television",550,9.05,18830,1997
2163,AR,34023,Photographers,370,9.40,19550,1997
2164,AR,34026,"Camera Operators, Television and Motion Picture",80,10.95,22790,1997
2165,AR,34028,Broadcast Technicians,110,9.15,19040,1997
2166,AR,34035,Artists and Related Workers,460,12.25,25480,1997
2167,AR,34038,"Designers, Except Interior Designers",1070,9.69,20160,1997
2168,AR,34041,Interior Designers,90,12.51,26020,1997
2169,AR,34044,Merchandise Displayers and Window Trimmers,110,7.93,16500,1997
2170,AR,34047,"Music Directors, Singers, Composers, and Related Workers",30,*,17720,1997
2171,AR,34051,"Musicians, Instrumental",290,*,12660,1997
2172,AR,34056,"Producers, Directors, Actors, and Other Entertainers",440,*,23980,1997
2173,AR,39000,"Other Professional, Paraprofessional, and Technical Occupations",**,8.02,16670,1997
2174,AR,39002,Airplane Dispatchers and Air Traffic Controllers,180,24.26,50460,1997
2175,AR,39008,Radio Operators,**,5.41,11250,1997
2176,AR,39011,Funeral Directors and Morticians,480,13.85,28810,1997
2177,AR,39014,Embalmers,220,13.39,27850,1997
2178,AR,39999,"All Other Professional, Paraprofessional, and Technical Workers",2750,15.58,32400,1997
2179,AR,40000,Sales and Related Occupations,,,,
2180,AR,41000,First Line Supervisors and Manager/Supervisors - Sales Workers,**,9.52,19790,1997
2181,AR,41002,First-Line Supervisors and Managers/Supervisors - Sales and Related Workers,14820,12.91,26840,1997
2182,AR,43000,"Sales Occupations, Services",**,9.19,19120,1997
2183,AR,43002,"Sales Agents and Placers, Insurance",1590,14.77,30730,1997
2184,AR,43005,"Brokers, Real Estate",280,15.26,31730,1997
2185,AR,43008,"Sales Agents, Real Estate",160,14.76,30690,1997
2186,AR,43011,"Appraisers, Real Estate",220,15.32,31860,1997
2187,AR,43014,"Sales Agents, Securities, Commodities, and Financial Services",940,31.68,65890,1997
2188,AR,43017,"Sales Agents, Selected Business Services",1090,16.65,34620,1997
2189,AR,43021,Travel Agents,410,9.21,19150,1997
2190,AR,43023,"Sales Agents, Advertising",990,14.24,29620,1997
2191,AR,43099,"All Other Sales Representatives and Salespersons, Services",150,14.28,29690,1997
2192,AR,49000,"Merchandise, Products, and Other Sales and Sales Related Occupations",**,12.38,25750,1997
2193,AR,49002,Sales Engineers,370,20.92,43510,1997
2194,AR,49005,"Sales Representatives, Scientific and Related Products and Services, Except Retail",1950,20.05,41700,1997
2195,AR,49008,"Sales Representatives, Except Retail and Scientific and Related Products and Services",8080,16.73,34810,1997
2196,AR,49011,"Salespersons, Retail",37500,7.86,16360,1997
2197,AR,49014,"Salespersons, Parts",3160,9.73,20230,1997
2198,AR,49017,Counter and Rental Clerks,3440,6.37,13250,1997
2199,AR,49021,"Stock Clerks, Sales Floor",10630,6.76,14050,1997
2200,AR,49023,Cashiers,34690,6.37,13240,1997
2201,AR,49026,"Telemarketers, Door-To-Door Sales Workers, News and Street Vendors, and Other Related Workers",920,8.16,16970,1997
2202,AR,49034,Demonstrators and Promoters,530,7.59,15790,1997
2203,AR,49999,All Other Sales and Related Workers,3420,9.22,19170,1997
2204,AR,50000,Clerical and Administrative Support Occupations,,,,
2205,AR,51000,First Line Supervisors and Manager/Supervisors - Clerical Workers,**,9.44,19640,1997
2206,AR,51002,First-Line Supervisors and Managers/Supervisors - Clerical and Administrative Support Workers,11290,12.87,26760,1997
2207,AR,53000,Industry Specific Clerical and Administrative Support Occupations,**,10.13,21070,1997
2208,AR,53102,Tellers,7020,7.66,15920,1997
2209,AR,53105,New Accounts Clerks,740,8.66,18000,1997
2210,AR,53108,Transit Clerks,**,5.90,12270,1997
2211,AR,53111,Loan Interviewers,170,9.78,20340,1997
2212,AR,53114,Credit Authorizers,50,9.84,20460,1997
2213,AR,53117,Credit Checkers,150,8.11,16880,1997
2214,AR,53121,Loan and Credit Clerks,1280,9.24,19230,1997
2215,AR,53123,Adjustment Clerks,2710,9.78,20340,1997
2216,AR,53126,Statement Clerks,80,7.34,15270,1997
2217,AR,53128,Brokerage Clerks,180,9.70,20180,1997
2218,AR,53302,"Insurance Adjusters, Examiners, and Investigators",420,16.52,34350,1997
2219,AR,53308,Insurance Examining Clerks,**,9.16,19060,1997
2220,AR,53311,Insurance Claims Clerks,1330,9.48,19710,1997
2221,AR,53314,Insurance Policy Processing Clerks,**,8.91,18530,1997
2222,AR,53502,Welfare Eligibility Workers and Interviewers,440,16.36,34030,1997
2223,AR,53505,"Investigators, Clerical",100,6.76,14060,1997
2224,AR,53508,Bill and Account Collectors,1660,10.25,21320,1997
2225,AR,53702,Court Clerks,800,8.22,17100,1997
2226,AR,53705,Municipal Clerks,210,8.55,17780,1997
2227,AR,53708,License Clerks,220,9.35,19460,1997
2228,AR,53802,Travel Clerks,**,9.88,20560,1997
2229,AR,53808,Hotel Desk Clerks,1890,6.48,13480,1997
2230,AR,53902,Library Assistants and Bookmobile Drivers,700,7.48,15570,1997
2231,AR,53905,"Teacher Aides and Educational Assistants, Clerical",4000,6.26,13020,1997
2232,AR,53908,Advertising Clerks,70,7.80,16230,1997
2233,AR,53911,Proofreaders and Copy Markers,90,8.04,16710,1997
2234,AR,53914,Real Estate Clerks,150,11.03,22940,1997
2235,AR,55000,Secretarial and General Office Occupations,**,*,*,1997
2236,AR,55102,Legal Secretaries,1350,10.62,22090,1997
2237,AR,55105,Medical Secretaries,900,9.03,18780,1997
2238,AR,55108,"Secretaries, Except Legal and Medical",19020,8.71,18130,1997
2239,AR,55302,Stenographers and/or Court Reporters,640,9.49,19750,1997
2240,AR,55305,Receptionists and Information Clerks,7460,7.79,16190,1997
2241,AR,55307,"Typists, Including Word Processing",1570,8.16,16960,1997
2242,AR,55314,"Personnel Clerks, Except Payroll and Timekeeping",900,10.06,20930,1997
2243,AR,55317,Correspondence Clerks,40,8.17,17000,1997
2244,AR,55321,File Clerks,1090,6.95,14450,1997
2245,AR,55323,"Order Clerks, Materials, Merchandise, and Service",1690,9.83,20440,1997
2246,AR,55326,Procurement Clerks,410,9.33,19400,1997
2247,AR,55328,Statistical Clerks,1870,8.08,16810,1997
2248,AR,55332,"Interviewing Clerks, Except Personnel and Social Welfare",1050,7.90,16430,1997
2249,AR,55335,"Customer Service Representatives, Utilities",1630,13.61,28310,1997
2250,AR,55338,"Bookkeeping, Accounting, and Auditing Clerks",12310,9.49,19740,1997
2251,AR,55341,Payroll and Timekeeping Clerks,1230,9.51,19790,1997
2252,AR,55344,"Billing, Cost, and Rate Clerks",2090,8.93,18570,1997
2253,AR,55347,General Office Clerks,24670,8.39,17440,1997
2254,AR,56000,Electronic Data Processing and Other Office Machine Occupations,**,*,*,1997
2255,AR,56002,"Billing, Posting, and Calculating Machine Operators",1140,8.39,17460,1997
2256,AR,56005,Duplicating Machine Operators,130,7.03,14620,1997
2257,AR,56008,"Mail Machine Operators, Preparation and Handling",210,8.01,16670,1997
2258,AR,56011,"Computer Operators, Except Peripheral Equipment",1560,9.40,19550,1997
2259,AR,56014,Peripheral EDP Equipment Operators,150,8.42,17500,1997
2260,AR,56017,"Data Entry Keyers, Except Composing",2250,8.43,17530,1997
2261,AR,56021,"Data Keyers, Composing",50,8.31,17280,1997
2262,AR,57000,"Communications, Mail, and Message Distributing Occupations",**,*,*,1997
2263,AR,57102,Switchboard Operators,1740,8.11,16860,1997
2264,AR,57302,"Mail Clerks, Except Mail Machine Operators and Postal Service",440,7.13,14820,1997
2265,AR,57305,Postal Mail Carriers,2700,16.04,33360,1997
2266,AR,57311,Messengers,670,7.41,15410,1997
2267,AR,58000,"Material Recording, Scheduling, Dispatching, and Distributing Occupations",**,*,*,1997
2268,AR,58002,"Dispatchers, Police, Fire, and Ambulance",1210,7.89,16400,1997
2269,AR,58005,"Dispatchers, Except Police, Fire, and Ambulance",1390,12.84,26700,1997
2270,AR,58008,"Production, Planning, and Expediting Clerks",1850,11.27,23440,1997
2271,AR,58011,Transportation Agents,90,9.92,20620,1997
2272,AR,58014,"Meter Readers, Utilities",690,8.74,18180,1997
2273,AR,58017,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",520,9.01,18740,1997
2274,AR,58021,Marking Clerks,160,8.29,17250,1997
2275,AR,58023,"Stock Clerks - Stockroom, Warehouse or Storage Yard",5990,8.56,17810,1997
2276,AR,58026,"Order Fillers, Wholesale and Retail Sales",1420,8.14,16930,1997
2277,AR,58028,"Shipping, Receiving, and Traffic Clerks",7680,10.17,21160,1997
2278,AR,58099,"All Other Material Recording, Scheduling, and Distributing Workers",960,9.27,19290,1997
2279,AR,59000,Other Clerical and Administrative Support Occupations,**,*,*,1997
2280,AR,59999,All Other Clerical and Administrative Support Workers,3420,9.82,20430,1997
2281,AR,60000,Service Occupations,,,,
2282,AR,61000,First-Line Supervisors and Managers/Supervisors - Service Occupations,**,*,*,1997
2283,AR,61002,Fire Fighting and Prevention Supervisors,310,14.01,29140,1997
2284,AR,61005,Police and Detective Supervisors,1190,17.22,35820,1997
2285,AR,61008,Housekeeping Supervisors,700,7.79,16190,1997
2286,AR,61099,All Other Supervisors and Managers/Supervisors - Service Workers,6580,9.80,20380,1997
2287,AR,63000,Protective Service Occupations,**,*,*,1997
2288,AR,63008,Fire Fighters,1570,10.42,21670,1997
2289,AR,63011,Police Detectives,180,11.25,23390,1997
2290,AR,63014,Police Patrol Officers,3200,12.58,26180,1997
2291,AR,63017,Correction Officers and Jailers,2770,10.09,21000,1997
2292,AR,63023,Bailiffs,**,12.81,26650,1997
2293,AR,63032,Sheriffs and Deputy Sheriffs,860,9.77,20330,1997
2294,AR,63035,"Detectives and Investigators, Except Public",90,8.44,17540,1997
2295,AR,63041,Fish and Game Wardens,290,12.46,25930,1997
2296,AR,63044,Crossing Guards,70,5.78,12010,1997
2297,AR,63047,Guards and Watch Guards,6380,7.01,14580,1997
2298,AR,63099,All Other Protective Service Workers,300,9.00,18720,1997
2299,AR,65000,Food and Beverage Preparation and Service Occupations,**,*,*,1997
2300,AR,65002,"Hosts and Hostesses, Restaurant, Lounge, or Coffee Shop",1650,6.35,13210,1997
2301,AR,65005,Bartenders,1060,6.26,13010,1997
2302,AR,65008,Waiters and Waitresses,16460,5.50,11450,1997
2303,AR,65011,"Food Servers, Outside",410,6.73,14010,1997
2304,AR,65014,Dining Room and Cafeteria Attendants and Bartender Helpers,1920,6.07,12630,1997
2305,AR,65017,"Counter Attendants - Lunchroom, Coffee Shop, or Cafeteria",2890,5.94,12360,1997
2306,AR,65021,"Bakers, Bread and Pastry",970,6.94,14430,1997
2307,AR,65023,Butchers and Meat Cutters,1120,9.50,19760,1997
2308,AR,65026,"Cooks, Restaurant",6470,7.07,14720,1997
2309,AR,65028,"Cooks, Institution or Cafeteria",6340,6.11,12700,1997
2310,AR,65032,"Cooks, Fast Food",5540,5.73,11920,1997
2311,AR,65035,"Cooks, Short Order",1180,6.09,12680,1997
2312,AR,65038,Food Preparation Workers,11100,6.17,12830,1997
2313,AR,65041,Combined Food Preparation and Service Workers,17050,5.87,12210,1997
2314,AR,65099,All Other Food Service Workers,1540,6.29,13080,1997
2315,AR,66000,Health Service and Related Occupations,**,*,*,1997
2316,AR,66002,Dental Assistants,1740,8.78,18260,1997
2317,AR,66005,Medical Assistants,1190,7.88,16390,1997
2318,AR,66008,"Nursing Aides, Orderlies, and Attendants",16680,6.40,13310,1997
2319,AR,66011,Home Health Aides,3470,6.89,14340,1997
2320,AR,66014,Psychiatric Aides,240,8.95,18620,1997
2321,AR,66017,Physical and Corrective Therapy Assistants and Aides,880,11.05,22990,1997
2322,AR,66021,Occupational Therapy Assistants and Aides,180,12.87,26780,1997
2323,AR,66023,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",190,9.18,19100,1997
2324,AR,66099,All Other Health Service Workers,1420,8.08,16810,1997
2325,AR,67000,Cleaning and Building Service Occupations,**,*,*,1997
2326,AR,67002,Maids and Housekeeping Cleaners,8100,5.97,12410,1997
2327,AR,67005,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13290,6.71,13960,1997
2328,AR,67008,Pest Controllers and Assistants,1030,8.65,17990,1997
2329,AR,67099,All Other Cleaning and Building Service Workers,1820,7.22,15010,1997
2330,AR,68000,Personal Service Occupations,**,*,*,1997
2331,AR,68002,Barbers,**,8.62,17940,1997
2332,AR,68005,"Hairdressers, Hairstylists, and Cosmetologists",1440,7.87,16370,1997
2333,AR,68014,Amusement and Recreation Attendants,1200,6.67,13860,1997
2334,AR,68017,Guides,120,7.82,16260,1997
2335,AR,68021,"Ushers, Lobby Attendants, and Ticket Takers",240,6.08,12640,1997
2336,AR,68023,Baggage Porters and Bellhops,150,5.60,11640,1997
2337,AR,68035,Personal and Home Care Aides,1740,6.00,12480,1997
2338,AR,68038,Child Care Workers,2830,5.87,12200,1997
2339,AR,68041,Funeral Attendants,190,7.10,14770,1997
2340,AR,69000,Other Service Occupations,**,*,*,1997
2341,AR,69999,All Other Service Workers,1580,7.87,16380,1997
2342,AR,70000,"Agricultural, Forestry, Fishing, and Related Occupations",,,,
2343,AR,72000,First-Line Supervisors and Managers/Supervisors - Agricultural and Related Workers,**,*,*,1997
2344,AR,72002,"First-Line Supervisors and Managers/Supervisors - Agricultural, Forestry, Fishing, and Related Workers",530,11.77,24470,1997
2345,AR,73000,Timber Cutting and Logging Occupations,**,*,*,1997
2346,AR,73002,Fallers and Buckers,620,10.75,22370,1997
2347,AR,73008,Log-Handling Equipment Operators,1000,11.63,24180,1997
2348,AR,73011,Logging Tractor Operators,760,10.26,21350,1997
2349,AR,73099,All Other Timber Cutting and Related Logging Workers,300,9.16,19050,1997
2350,AR,79000,"Other Agricultural, Forestry, Fishing, and Related Occupations",**,*,*,1997
2351,AR,79002,Forest and Conservation Workers,350,11.60,24130,1997
2352,AR,79008,Log Graders and Scalers,320,9.33,19400,1997
2353,AR,79011,"Graders and Sorters, Agricultural Products",380,7.16,14890,1997
2354,AR,79017,"Animal Caretakers, Except Farm",1050,6.81,14160,1997
